Date,Open,High,Low,Close,Adj Close,Volume
1995-12-27,546.080017,546.400024,545.109985,546.400024,546.400024,0
1995-12-28,546.400024,546.400024,544.030029,546.179993,546.179993,0
1995-12-29,546.179993,550.000000,545.219971,550.000000,550.000000,0
1996-01-02,550.000000,553.119995,549.890015,553.119995,553.119995,0
1996-01-03,553.119995,555.369995,553.119995,554.349976,554.349976,0
1996-01-04,554.349976,555.799988,549.090027,550.590027,550.590027,0
1996-01-05,550.590027,550.650024,543.770020,546.080017,546.080017,0
1996-01-08,546.080017,550.650024,543.770020,548.440002,548.440002,0
1996-01-09,548.440002,549.359985,543.229980,543.770020,543.770020,0
1996-01-10,543.770020,543.770020,537.260010,537.260010,537.260010,0
1996-01-11,537.260010,539.039978,537.210022,538.820007,538.820007,0
1996-01-12,538.820007,539.729980,534.739990,536.239990,536.239990,0
1996-01-15,536.239990,537.960022,533.549988,534.140015,534.140015,0
1996-01-16,534.140015,535.059998,530.599976,532.960022,532.960022,0
1996-01-17,532.960022,534.359985,532.960022,534.359985,534.359985,0
1996-01-18,534.359985,534.520020,528.609985,529.840027,529.840027,0
1996-01-19,529.840027,532.049988,529.679993,531.349976,531.349976,0
1996-01-22,531.349976,533.500000,531.349976,532.419983,532.419983,0
1996-01-23,532.419983,534.359985,532.210022,534.200012,534.200012,0
1996-01-24,534.200012,539.039978,534.200012,538.390015,538.390015,0
1996-01-25,538.390015,543.659973,538.340027,542.530029,542.530029,0
1996-01-26,542.530029,546.510010,541.719971,546.239990,546.239990,0
1996-01-29,546.239990,548.549988,546.179993,548.500000,548.500000,0
1996-01-30,548.500000,551.719971,548.500000,551.719971,551.719971,0
1996-01-31,551.719971,554.510010,551.400024,554.510010,554.510010,0
1996-02-01,554.510010,556.659973,554.460022,556.229980,556.229980,0
1996-02-02,556.229980,558.549988,555.109985,556.340027,556.340027,0
1996-02-05,556.340027,558.440002,555.539978,558.380005,558.380005,0
1996-02-06,558.380005,561.020020,558.380005,560.960022,560.960022,0
1996-02-07,560.960022,563.710022,560.750000,563.710022,563.710022,0
1996-02-08,563.710022,566.340027,562.359985,566.340027,566.340027,0
1996-02-09,566.340027,567.200012,564.080017,565.479980,565.479980,0
1996-02-12,565.479980,565.479980,563.969971,563.969971,563.969971,0
1996-02-13,563.969971,563.969971,562.150024,562.150024,562.150024,0
1996-02-14,562.150024,563.440002,560.270020,562.890015,562.890015,0
1996-02-15,562.890015,563.169983,561.340027,562.690002,562.690002,0
1996-02-16,562.690002,563.969971,561.020020,563.969971,563.969971,0
1996-02-20,563.969971,563.969971,560.099976,561.140015,561.140015,0
1996-02-21,561.140015,568.650024,561.130005,568.080017,568.080017,0
1996-02-22,568.080017,573.599976,568.059998,573.190002,573.190002,0
1996-02-23,573.190002,574.780029,570.049988,572.250000,572.250000,0
1996-02-26,572.250000,572.409973,567.409973,568.580017,568.580017,0
1996-02-27,568.580017,569.619995,565.909973,566.909973,566.909973,0
1996-02-28,566.909973,570.849976,566.719971,569.520020,569.520020,0
