Date,Open,High,Low,Close,Adj Close,Volume
2002-01-02,1183.150024,1188.479980,1183.150024,1185.750000,1185.750000,0
2002-01-03,1185.750000,1196.880005,1185.520020,1195.930054,1195.930054,0
2002-01-04,1195.930054,1211.189941,1195.099976,1203.380005,1203.380005,0
2002-01-07,1204.329956,1204.329956,1186.939941,1188.949951,1188.949951,0
2002-01-08,1188.949951,1190.130005,1167.890015,1168.010010,1168.010010,0
2002-01-09,1168.010010,1168.010010,1146.949951,1148.130005,1148.130005,0
2002-01-10,1148.489990,1155.229980,1137.599976,1152.040039,1152.040039,0
2002-01-11,1152.040039,1164.930054,1151.209961,1154.160034,1154.160034,0
2002-01-14,1154.160034,1154.280029,1140.319946,1140.319946,1140.319946,0
2002-01-15,1140.439941,1153.339966,1139.849976,1140.800049,1140.800049,0
2002-01-16,1140.800049,1143.750000,1137.719971,1137.959961,1137.959961,0
2002-01-17,1137.959961,1145.760010,1137.250000,1145.410034,1145.410034,0
2002-01-18,1145.290039,1147.660034,1139.489990,1142.209961,1142.209961,0
2002-01-21,1142.329956,1143.630005,1139.380005,1143.520020,1143.520020,0
2002-01-22,1143.520020,1146.000000,1141.270020,1143.869995,1143.869995,0
2002-01-23,1143.989990,1144.579956,1141.390015,1143.630005,1143.630005,0
2002-01-24,1143.630005,1159.839966,1143.630005,1157.709961,1157.709961,0
2002-01-25,1157.599976,1157.599976,1149.790039,1154.869995,1154.869995,0
2002-01-28,1154.989990,1156.410034,1151.329956,1152.150024,1152.150024,0
2002-01-29,1152.150024,1156.180054,1150.969971,1155.109985,1155.109985,0
2002-01-30,1155.109985,1155.109985,1146.829956,1149.310059,1149.310059,0
2002-01-31,1152.739990,1158.660034,1150.380005,1153.099976,1153.099976,0
2002-02-01,1154.050049,1158.780029,1153.930054,1156.770020,1156.770020,0
2002-02-04,1156.770020,1161.150024,1149.430054,1150.729980,1150.729980,0
2002-02-05,1150.729980,1150.849976,1134.640015,1136.890015,1136.890015,0
2002-02-06,1136.890015,1137.130005,1131.209961,1133.099976,1133.099976,0
2002-02-07,1132.989990,1134.050049,1130.150024,1132.390015,1132.390015,0
2002-02-08,1132.390015,1135.229980,1128.959961,1129.790039,1129.790039,0
2002-02-11,1129.790039,1129.790039,1123.400024,1124.589966,1124.589966,0
2002-02-12,1125.300049,1128.369995,1121.750000,1127.900024,1127.900024,0
2002-02-13,1127.900024,1139.849976,1126.239990,1138.550049,1138.550049,0
