Date,Open,High,Low,Close,Adj Close,Volume
1990-04-06,641.268982,641.268982,641.268982,641.268982,641.249939,0
1990-04-09,633.481995,633.481995,633.481995,633.481995,633.463196,0
1990-04-10,632.085999,632.085999,632.085999,632.085999,632.067200,0
1990-04-11,634.692993,634.692993,634.692993,634.692993,634.674133,0
1990-04-12,639.614014,639.614014,639.614014,639.614014,639.595032,0
1990-04-13,null,null,null,null,null,null
1990-04-16,640.013977,640.013977,640.013977,640.013977,639.994995,0
1990-04-17,641.872986,641.872986,641.872986,641.872986,641.853882,0
1990-04-18,640.528015,640.528015,640.528015,640.528015,640.509033,0
1990-04-19,643.906006,643.906006,643.906006,643.906006,643.886902,0
1990-04-20,641.685974,641.685974,641.685974,641.685974,641.666931,0
1990-04-23,643.909973,643.909973,643.909973,643.909973,643.890869,0
1990-04-24,638.797974,638.797974,638.797974,638.797974,638.778992,0
1990-04-25,null,null,null,null,null,null
1990-04-26,null,null,null,null,null,null
1990-04-27,null,null,null,null,null,null
1990-04-30,null,null,null,null,null,null
1990-05-01,639.010010,639.010010,639.010010,639.010010,638.991028,0
1990-05-02,636.153992,636.153992,636.153992,636.153992,636.135132,0
1990-05-03,642.159973,642.159973,642.159973,642.159973,642.140869,0
1990-05-04,643.093994,643.093994,643.093994,643.093994,643.074890,0
1990-05-07,641.945984,641.945984,641.945984,641.945984,641.926880,0
1990-05-08,642.984009,642.984009,642.984009,642.984009,642.964905,0
1990-05-09,645.012024,645.012024,645.012024,645.012024,644.992920,0
1990-05-10,null,null,null,null,null,null
1990-05-11,643.312012,643.312012,643.312012,643.312012,643.292908,0
1990-05-14,638.921997,638.921997,638.921997,638.921997,638.903015,0
1990-05-15,640.854980,640.854980,640.854980,640.854980,640.835999,0
1990-05-16,639.336975,639.336975,639.336975,639.336975,639.317993,0
1990-05-17,644.440979,644.440979,644.440979,644.440979,644.421875,0
1990-05-18,null,null,null,null,null,null
1990-05-21,647.216003,647.216003,647.216003,647.216003,647.196777,0
1990-05-22,647.401001,647.401001,647.401001,647.401001,647.381775,0
1990-05-23,646.247009,646.247009,646.247009,646.247009,646.227783,0
1990-05-24,null,null,null,null,null,null
1990-05-25,647.359985,647.359985,647.359985,647.359985,647.340759,0
1990-05-28,640.130005,640.130005,640.130005,640.130005,640.111023,0
1990-05-29,641.140015,641.140015,641.140015,641.140015,641.121033,0
1990-05-30,640.580017,640.580017,640.580017,640.580017,640.561035,0
1990-05-31,636.400024,636.400024,636.400024,636.400024,636.381165,0
1990-06-01,635.020020,635.020020,635.020020,635.020020,635.001160,0
1990-06-04,636.239990,636.239990,636.239990,636.239990,636.221130,0
1990-06-05,637.080017,637.080017,637.080017,637.080017,637.061096,0
1990-06-06,636.642029,636.642029,636.642029,636.642029,636.623108,0
1990-06-07,636.000000,636.000000,636.000000,636.000000,635.981140,0
1990-06-08,636.059998,636.059998,636.059998,636.059998,636.041138,0
1990-06-11,634.760010,634.760010,634.760010,634.760010,634.741150,0
1990-06-12,634.419983,634.419983,634.419983,634.419983,634.401184,0
1990-06-13,631.380005,631.380005,631.380005,631.380005,631.361267,0
1990-06-14,630.299988,630.299988,630.299988,630.299988,630.281311,0
1990-06-15,628.280029,628.280029,628.280029,628.280029,628.261353,0
1990-06-18,626.900024,626.900024,626.900024,626.900024,626.881470,0
