Date,Open,High,Low,Close,Adj Close,Volume
2017-09-26,4008.949951,4012.500000,3911.449951,3916.979980,3916.979980,0
2017-09-27,3915.199951,3926.850098,3877.590088,3885.090088,3885.090088,0
2017-09-28,3856.570068,3896.889893,3839.110107,3879.229980,3879.229980,0
2017-09-29,3893.760010,3952.479980,3884.939941,3930.870117,3930.870117,0
2017-10-02,3914.199951,3938.600098,3907.280029,3907.280029,3907.280029,0
2017-10-03,3925.389893,3956.719971,3916.360107,3939.860107,3939.860107,0
2017-10-04,3964.639893,4004.469971,3959.899902,4000.000000,4000.000000,0
2017-10-05,3991.300049,4012.550049,3985.389893,4004.199951,4004.199951,0
2017-10-06,3991.360107,4011.199951,3964.090088,3990.389893,3990.389893,0
2017-10-09,3997.939941,4013.699951,3983.760010,3984.060059,3984.060059,0
2017-10-10,4015.229980,4051.489990,4009.139893,4051.489990,4051.489990,0
2017-10-11,4047.689941,4088.270020,4041.729980,4072.600098,4072.600098,0
2017-10-12,4110.589844,4110.959961,4074.760010,4096.560059,4096.560059,0
2017-10-13,4109.790039,4165.799805,4093.899902,4160.279785,4160.279785,0
2017-10-16,4155.060059,4204.140137,4153.490234,4183.140137,4183.140137,0
2017-10-17,4164.629883,4180.209961,4106.759766,4118.660156,4118.660156,0
2017-10-18,4130.290039,4131.109863,4092.040039,4102.140137,4102.140137,0
2017-10-19,4103.229980,4103.950195,4065.830078,4093.250000,4093.250000,0
2017-10-20,4068.040039,4101.490234,4048.350098,4048.350098,4048.350098,0
2017-10-23,4053.689941,4067.070068,4039.000000,4046.030029,4046.030029,0
2017-10-24,4050.219971,4057.070068,4021.850098,4026.060059,4026.060059,0
2017-10-25,4033.020020,4057.969971,3989.409912,3990.600098,3990.600098,0
2017-10-26,3946.600098,3981.790039,3939.320068,3965.120117,3965.120117,0
2017-10-27,3940.530029,3996.260010,3931.060059,3973.399902,3973.399902,0
2017-10-30,3993.419922,4021.520020,3988.729980,4021.520020,4021.520020,0
2017-10-31,4023.899902,4037.050049,3982.389893,3996.090088,3996.090088,0
2017-11-01,3996.669922,4065.100098,3995.969971,4049.889893,4049.889893,0
2017-11-02,4083.489990,4086.790039,4050.679932,4050.679932,4050.679932,0
2017-11-03,4064.459961,4084.260010,4007.209961,4022.550049,4022.550049,0
2017-11-06,4008.689941,4077.399902,4005.810059,4047.989990,4047.989990,0
2017-11-07,4080.629883,4124.390137,4064.580078,4064.580078,4064.580078,0
2017-11-08,4078.909912,4090.449951,4050.530029,4083.570068,4083.570068,0
2017-11-09,4082.199951,4099.189941,4030.330078,4041.379883,4041.379883,0
2017-11-10,4038.300049,4052.629883,3997.090088,4004.080078,4004.080078,0
2017-11-13,3993.629883,4025.830078,3950.989990,3965.889893,3965.889893,0
2017-11-14,3967.290039,4000.459961,3963.810059,3969.219971,3969.219971,0
2017-11-15,3979.449951,4011.770020,3955.290039,3955.290039,3955.290039,0
2017-11-16,3965.129883,4044.669922,3963.679932,4044.669922,4044.669922,0
2017-11-17,4049.310059,4143.370117,4049.010010,4122.089844,4122.089844,0
2017-11-20,4126.740234,4170.410156,4119.850098,4154.270020,4154.270020,0
2017-11-21,4150.580078,4237.129883,4150.299805,4229.879883,4229.879883,0
2017-11-22,4233.669922,4249.160156,4209.819824,4219.750000,4219.750000,0
2017-11-23,4221.089844,4234.640137,4173.439941,4173.439941,4173.439941,0
2017-11-24,4168.370117,4192.229980,4145.500000,4187.549805,4187.549805,0
2017-11-27,4117.339844,4228.810059,4103.910156,4204.120117,4204.120117,0
2017-11-28,4215.990234,4233.430176,4178.529785,4228.450195,4228.450195,0
2017-11-29,4222.100098,4254.350098,4214.279785,4245.229980,4245.229980,0
2017-11-30,4252.229980,4252.450195,4189.520020,4197.310059,4197.310059,0
2017-12-01,4185.740234,4191.490234,4124.140137,4129.220215,4129.220215,0
2017-12-04,4124.169922,4200.549805,4124.169922,4200.549805,4200.549805,0
2017-12-05,4235.450195,4235.700195,4141.479980,4184.189941,4184.189941,0
2017-12-06,4170.259766,4171.439941,4075.540039,4097.729980,4097.729980,0
2017-12-07,4090.699951,4102.359863,4048.560059,4063.300049,4063.300049,0
2017-12-08,4044.280029,4105.819824,4041.270020,4065.379883,4065.379883,0
2017-12-11,4069.610107,4095.120117,4061.110107,4095.120117,4095.120117,0
2017-12-12,4076.830078,4076.830078,4020.330078,4028.300049,4028.300049,0
2017-12-13,4043.689941,4079.719971,4010.209961,4079.719971,4079.719971,0
2017-12-14,4078.360107,4125.410156,4060.169922,4121.930176,4121.930176,0
2017-12-15,4105.729980,4144.259766,4072.810059,4144.259766,4144.259766,0
2017-12-18,4188.549805,4348.910156,4159.209961,4348.910156,4348.910156,0
2017-12-19,4269.660156,4373.810059,4259.589844,4315.439941,4315.439941,0
2017-12-20,4317.470215,4377.430176,4306.149902,4368.240234,4368.240234,0
2017-12-21,4325.339844,4430.589844,4319.850098,4404.830078,4404.830078,0
2017-12-22,4398.700195,4444.990234,4373.509766,4444.990234,4444.990234,0
2017-12-25,null,null,null,null,null,null
2017-12-26,null,null,null,null,null,null
2017-12-27,4487.100098,4537.049805,4444.839844,4537.049805,4537.049805,0
2017-12-28,4558.109863,4574.790039,4521.209961,4527.669922,4527.669922,0
2017-12-29,4519.950195,4597.500000,4511.479980,4561.370117,4561.370117,0
2018-01-02,4573.520020,4618.879883,4557.640137,4557.640137,4557.640137,0
2018-01-03,4546.020020,4614.299805,4541.140137,4590.109863,4590.109863,0
2018-01-04,4597.100098,4639.120117,4560.100098,4599.560059,4599.560059,0
2018-01-05,4589.819824,4623.000000,4566.540039,4602.660156,4602.660156,0
2018-01-08,4596.720215,4623.200195,4577.370117,4603.120117,4603.120117,0
2018-01-09,4598.009766,4646.169922,4581.819824,4620.240234,4620.240234,0
2018-01-10,4626.370117,4639.419922,4547.529785,4592.850098,4592.850098,0
2018-01-11,4593.939941,4593.939941,4533.290039,4566.870117,4566.870117,0
2018-01-12,4582.779785,4632.520020,4577.339844,4608.080078,4608.080078,0
2018-01-15,4637.629883,4684.189941,4624.799805,4656.310059,4656.310059,0
2018-01-16,4658.799805,4729.830078,4656.520020,4707.459961,4707.459961,0
2018-01-17,4700.109863,4755.990234,4679.270020,4741.390137,4741.390137,0
2018-01-18,4731.259766,4785.180176,4724.200195,4781.379883,4781.379883,0
2018-01-19,4797.060059,4811.850098,4740.560059,4751.410156,4751.410156,0
2018-01-22,4809.419922,4839.839844,4789.569824,4807.509766,4807.509766,0
2018-01-23,4810.620117,4870.020020,4809.799805,4855.640137,4855.640137,0
2018-01-24,4871.660156,4924.720215,4867.790039,4924.720215,4924.720215,0
2018-01-25,4941.100098,4963.859863,4878.029785,4957.959961,4957.959961,0
2018-01-26,4938.979980,4977.180176,4910.910156,4927.870117,4927.870117,0
2018-01-29,4930.029785,4938.379883,4815.830078,4833.069824,4833.069824,0
2018-01-30,4812.979980,4813.580078,4712.009766,4737.779785,4737.779785,0
2018-01-31,4753.450195,4803.169922,4749.200195,4763.240234,4763.240234,0
