Date,Open,High,Low,Close,Adj Close,Volume
2010-09-17,9322.789063,9322.789063,9322.789063,9322.789063,9322.789063,0
2010-09-20,9462.742188,9462.742188,9462.742188,9462.742188,9462.742188,0
2010-09-21,9441.243164,9441.243164,9441.243164,9441.243164,9441.243164,0
2010-09-22,9404.410156,9404.410156,9404.410156,9404.410156,9404.410156,0
2010-09-23,9366.033203,9366.033203,9366.033203,9366.033203,9366.033203,0
2010-09-24,9459.336914,9459.336914,9459.336914,9459.336914,9459.336914,0
2010-09-27,9423.954102,9423.954102,9423.954102,9423.954102,9423.954102,0
2010-09-28,9425.134766,9425.134766,9425.134766,9425.134766,9425.134766,0
2010-09-29,9409.875977,9409.875977,9409.875977,9409.875977,9409.875977,0
2010-09-30,9389.632813,9389.632813,9389.632813,9389.632813,9389.632813,0
2010-10-01,9434.013672,9434.013672,9434.013672,9434.013672,9434.013672,0
2010-10-04,9396.902344,9396.902344,9396.902344,9396.902344,9396.902344,0
2010-10-05,9527.730469,9527.730469,9527.730469,9527.730469,9527.730469,0
2010-10-06,9592.000977,9592.000977,9592.000977,9592.000977,9592.000977,0
2010-10-07,9567.816406,9567.816406,9567.816406,9567.816406,9567.816406,0
2010-10-08,9559.442383,9559.442383,9559.442383,9559.442383,9559.442383,0
2010-10-11,9578.963867,9578.963867,9578.963867,9578.963867,9578.963867,0
2010-10-12,9577.530273,9577.530273,9577.530273,9577.530273,9577.530273,0
2010-10-13,9707.997070,9707.997070,9707.997070,9707.997070,9707.997070,0
2010-10-14,9679.205078,9679.205078,9679.205078,9679.205078,9679.205078,0
2010-10-15,9623.462891,9623.462891,9623.462891,9623.462891,9623.462891,0
2010-10-18,9708.471680,9708.471680,9708.471680,9708.471680,9708.471680,0
2010-10-19,9637.199219,9637.199219,9637.199219,9637.199219,9637.199219,0
2010-10-20,9673.605469,9673.605469,9673.605469,9673.605469,9673.605469,0
2010-10-21,9731.687500,9731.687500,9731.687500,9731.687500,9731.687500,0
2010-10-22,9691.253906,9691.253906,9691.253906,9691.253906,9691.253906,0
2010-10-25,9726.505859,9726.505859,9726.505859,9726.505859,9726.505859,0
2010-10-26,9650.462891,9650.462891,9650.462891,9650.462891,9650.462891,0
2010-10-27,9552.351563,9552.351563,9552.351563,9552.351563,9552.351563,0
2010-10-28,9604.095703,9604.095703,9604.095703,9604.095703,9604.095703,0
2010-10-29,9602.061523,9602.061523,9602.061523,9602.061523,9602.061523,0
2010-11-01,9623.288086,9623.288086,9623.288086,9623.288086,9623.288086,0
2010-11-02,9736.727539,9736.727539,9736.727539,9736.727539,9736.727539,0
2010-11-03,9707.039063,9707.039063,9707.039063,9707.039063,9707.039063,0
